Exchange Date,Bid,Ask,High,Low,Open,Refresh Rate,BidNet
10-Nov-2024,"3,171.10","3,171.60","3,251.10","3,070.70","3,078.80","353,429",+92.30
09-Nov-2024,"3,078.80","3,078.90","3,095.80","2,942.10","2,943.80","353,429",+135.00
08-Nov-2024,"2,943.80","2,944.20","2,986.30","2,866.09","2,894.80","353,429",+49.00
07-Nov-2024,"2,894.80","2,894.90","2,920.38","2,685.99","2,689.56","333,932",+205.40
06-Nov-2024,"2,689.40","2,689.50","2,706.21","2,407.60","2,415.10","304,684",+274.30
05-Nov-2024,"2,415.10","2,416.10","2,478.91","2,364.10","2,368.30","263,409",+46.10
04-Nov-2024,"2,369.00","2,369.60","2,489.10","2,355.70","2,445.70","280,253",-99.50
03-Nov-2024,"2,468.50","2,468.60","2,496.80","2,409.70","2,492.97","271,460",-25.89
02-Nov-2024,"2,494.39","2,494.49","2,522.20","2,468.40","2,518.50","271,460",-24.11
01-Nov-2024,"2,518.50","2,518.69","2,585.17","2,464.10","2,517.20","271,460",+1.20
31-Oct-2024,"2,517.30","2,518.40","2,683.93","2,499.47","2,678.50","317,078",-161.79
30-Oct-2024,"2,679.09","2,679.10","2,720.87","2,598.78","2,619.50","321,165",+58.96
29-Oct-2024,"2,620.13","2,620.30","2,681.00","2,514.20","2,515.80","288,806",+104.33
28-Oct-2024,"2,515.80","2,515.90","2,541.06","2,468.63","2,494.30","316,389",+27.20
27-Oct-2024,"2,488.60","2,488.80","2,506.90","2,460.00","2,486.80","290,738",+1.80
26-Oct-2024,"2,486.80","2,486.90","2,503.60","2,378.20","2,473.30","290,738",+12.60
25-Oct-2024,"2,474.20","2,475.20","2,563.85","2,450.00","2,535.90","290,738",-61.60
24-Oct-2024,"2,535.80","2,536.00","2,558.90","2,498.32","2,511.90","264,022",+23.90
23-Oct-2024,"2,511.90","2,512.00","2,642.40","2,453.60","2,632.30","267,058",-120.38
22-Oct-2024,"2,632.28","2,632.38","2,683.02","2,603.44","2,674.80","268,666",-42.52
21-Oct-2024,"2,674.80","2,674.90","2,768.00","2,654.00","2,694.00","285,391",-36.00
20-Oct-2024,"2,710.80","2,710.90","2,719.40","2,635.05","2,644.80","265,084",+66.00
19-Oct-2024,"2,644.80","2,644.90","2,662.90","2,630.50","2,643.30","265,084",+1.56
18-Oct-2024,"2,643.24","2,643.25","2,675.20","2,594.90","2,597.08","265,082",+46.65
17-Oct-2024,"2,596.59","2,596.69","2,647.30","2,573.80","2,617.00","270,810",-21.01
16-Oct-2024,"2,617.60","2,617.70","2,646.60","2,567.26","2,571.20","282,878",+46.20
15-Oct-2024,"2,571.40","2,571.70","2,687.60","2,535.98","2,621.40","272,255",-49.80
14-Oct-2024,"2,621.20","2,621.50","2,642.20","2,439.19","2,445.30","259,156",+161.40
13-Oct-2024,"2,459.80","2,459.90","2,489.10","2,435.70","2,470.00","259,128",-10.00
12-Oct-2024,"2,469.80","2,469.90","2,485.70","2,433.00","2,456.80","259,128",+13.00
11-Oct-2024,"2,456.80","2,456.90","2,470.90","2,359.30","2,366.15","259,128",+90.40
10-Oct-2024,"2,366.40","2,366.50","2,418.30","2,327.29","2,354.10","302,762",+12.50
09-Oct-2024,"2,353.90","2,354.20","2,471.60","2,350.90","2,441.90","322,185",-88.00
08-Oct-2024,"2,441.90","2,442.20","2,456.80","2,400.00","2,441.30","325,380",+0.70
07-Oct-2024,"2,441.20","2,441.50","2,520.10","2,414.80","2,441.80","1,613,610",+3.53
06-Oct-2024,"2,437.67","2,439.75","2,457.15","2,391.40","2,392.00","272,975",+45.67
05-Oct-2024,"2,392.00","2,392.20","2,430.91","2,389.30","2,428.70","272,975",-36.70
04-Oct-2024,"2,428.70","2,429.10","2,440.62","2,331.80","2,341.90","272,975",+86.70
03-Oct-2024,"2,342.00","2,342.50","2,403.10","2,308.40","2,385.20","287,083",-43.50
02-Oct-2024,"2,385.50","2,385.90","2,498.32","2,358.90","2,450.90","286,067",-65.20
01-Oct-2024,"2,450.70","2,452.20","2,657.70","2,412.20","2,613.00","271,819",-162.00
30-Sep-2024,"2,612.70","2,613.90","2,673.80","2,573.24","2,663.30","273,542",-48.16
29-Sep-2024,"2,660.86","2,661.27","2,683.74","2,634.30","2,675.70","269,873",-14.84
28-Sep-2024,"2,675.70","2,676.00","2,708.70","2,649.90","2,694.20","269,873",-18.37
27-Sep-2024,"2,694.07","2,694.30","2,728.10","2,615.00","2,633.05","269,873",+62.75
26-Sep-2024,"2,631.32","2,631.49","2,666.20","2,553.90","2,580.30","263,359",+51.22
25-Sep-2024,"2,580.10","2,580.50","2,673.40","2,565.00","2,650.30","249,226",-70.40
24-Sep-2024,"2,650.50","2,650.80","2,667.60","2,591.28","2,661.30","256,031",-10.80
23-Sep-2024,"2,661.30","2,661.70","2,702.80","2,524.00","2,576.50","281,176",+88.10
22-Sep-2024,"2,573.20","2,573.60","2,631.20","2,551.90","2,565.80","251,501",+7.40
21-Sep-2024,"2,565.80","2,566.10","2,587.40","2,528.30","2,540.40","251,501",+25.30
20-Sep-2024,"2,540.50","2,540.70","2,572.23","2,437.40","2,465.80","251,501",+74.80
19-Sep-2024,"2,465.70","2,465.80","2,494.10","2,324.00","2,325.70","256,392",+140.30
18-Sep-2024,"2,325.40","2,325.90","2,364.10","2,276.30","2,344.40","233,582",-19.00
17-Sep-2024,"2,344.40","2,344.60","2,393.99","2,262.50","2,274.00","228,149",+70.40
16-Sep-2024,"2,274.00","2,274.40","2,388.00","2,252.27","2,380.60","244,760",-89.40
15-Sep-2024,"2,363.40","2,363.70","2,429.50","2,355.80","2,416.60","210,760",-53.18
14-Sep-2024,"2,416.58","2,416.68","2,464.00","2,386.80","2,423.40","210,760",-6.82
13-Sep-2024,"2,423.40","2,423.50","2,429.10","2,337.20","2,351.70","210,760",+71.70
12-Sep-2024,"2,351.70","2,351.90","2,391.50","2,314.80","2,347.70","223,332",+4.00
11-Sep-2024,"2,347.70","2,347.80","2,399.20","2,276.20","2,377.80","246,643",-30.20
10-Sep-2024,"2,377.90","2,378.10","2,395.82","2,320.00","2,341.50","235,038",+36.40
09-Sep-2024,"2,341.50","2,341.70","2,352.40","2,267.20","2,275.70","259,776",+64.66
08-Sep-2024,"2,276.84","2,276.94","2,309.10","2,239.90","2,270.90","262,082",+5.94
07-Sep-2024,"2,270.90","2,271.10","2,311.00","2,149.53","2,167.20","262,082",+103.30
06-Sep-2024,"2,167.60","2,169.60","2,407.88","2,164.30","2,366.90","262,082",-199.30
05-Sep-2024,"2,366.90","2,367.20","2,469.30","2,346.40","2,454.90","253,293",-88.00
04-Sep-2024,"2,454.90","2,455.00","2,489.55","2,315.00","2,462.90","259,101",-8.00
03-Sep-2024,"2,462.90","2,463.00","2,562.60","2,434.80","2,553.20","236,111",-90.70
02-Sep-2024,"2,553.60","2,554.80","2,563.00","2,400.00","2,493.50","256,103",+51.64
01-Sep-2024,"2,501.96","2,502.17","2,527.50","2,439.80","2,506.77","243,680",-4.84
31-Aug-2024,"2,506.80","2,506.90","2,533.50","2,491.70","2,518.82","243,680",-12.02
30-Aug-2024,"2,518.82","2,519.04","2,540.77","2,430.80","2,540.20","243,680",-21.38
29-Aug-2024,"2,540.20","2,540.30","2,596.46","2,508.60","2,536.90","258,218",+3.40
28-Aug-2024,"2,536.80","2,538.40","2,585.10","2,416.90","2,581.60","271,242",-44.50
27-Aug-2024,"2,581.30","2,581.70","2,700.13","2,559.40","2,688.50","237,287",-107.40
26-Aug-2024,"2,688.70","2,689.30","2,787.41","2,671.70","2,765.36","178,087",-81.75
25-Aug-2024,"2,770.45","2,770.55","2,793.30","2,733.30","2,792.90","253,509",-22.50
24-Aug-2024,"2,792.95","2,793.05","2,820.10","2,741.10","2,754.80","253,509",+38.02
23-Aug-2024,"2,754.93","2,755.17","2,763.40","2,615.70","2,624.60","253,509",+130.63
22-Aug-2024,"2,624.30","2,625.50","2,647.97","2,583.90","2,631.20","267,674",-6.80
21-Aug-2024,"2,631.10","2,631.63","2,663.97","2,535.80","2,589.10","273,561",+42.10
20-Aug-2024,"2,589.00","2,589.90","2,696.40","2,554.81","2,616.10","288,482",-27.30
19-Aug-2024,"2,616.30","2,616.70","2,670.70","2,563.60","2,659.70","314,110",-49.70
18-Aug-2024,"2,666.00","2,666.20","2,686.00","2,594.40","2,614.40","292,829",+51.60
17-Aug-2024,"2,614.40","2,614.60","2,627.70","2,587.00","2,608.50","292,829",+6.00
16-Aug-2024,"2,608.40","2,609.30","2,630.44","2,533.30","2,548.70","292,829",+58.70
15-Aug-2024,"2,549.70","2,549.80","2,680.10","2,516.50","2,676.50","291,593",-126.80
14-Aug-2024,"2,676.50","2,676.60","2,780.20","2,633.50","2,699.20","279,513",-22.70
13-Aug-2024,"2,699.20","2,699.30","2,749.90","2,610.90","2,681.30","311,643",+17.90
12-Aug-2024,"2,681.30","2,681.60","2,721.60","2,509.10","2,639.50","323,141",+123.80
11-Aug-2024,"2,557.50","2,557.90","2,718.40","2,541.10","2,605.10","308,331",-47.60
10-Aug-2024,"2,605.10","2,605.30","2,644.00","2,563.40","2,594.00","308,331",+10.90
09-Aug-2024,"2,594.20","2,594.60","2,723.58","2,552.40","2,570.60","308,331",+23.63
08-Aug-2024,"2,570.57","2,570.87","2,605.60","2,312.80","2,349.30","306,985",+221.27
07-Aug-2024,"2,349.30","2,349.60","2,552.01","2,308.80","2,488.80","315,091",-140.30
06-Aug-2024,"2,489.60","2,489.80","2,554.22","2,411.30","2,436.50","317,287",+52.60
05-Aug-2024,"2,437.00","2,437.50","2,770.20","2,181.00","2,727.70","226,272",-314.30
04-Aug-2024,"2,751.30","2,751.40","2,932.20","2,659.20","2,892.60","299,414",-141.40
03-Aug-2024,"2,892.70","2,893.00","3,016.80","2,878.30","3,015.40","299,414",-122.90
02-Aug-2024,"3,015.60","3,016.30","3,216.55","2,984.16","3,167.00","299,414",-151.40
01-Aug-2024,"3,167.00","3,168.70","3,244.00","3,076.68","3,220.60","290,208",-53.60
31-Jul-2024,"3,220.60","3,220.70","3,348.00","3,215.42","3,280.60","258,420",-59.96
30-Jul-2024,"3,280.56","3,280.66","3,365.58","3,231.40","3,320.80","289,195",-40.69
29-Jul-2024,"3,321.25","3,321.41","3,396.46","3,250.60","3,275.20","288,917",+46.17
28-Jul-2024,"3,275.08","3,275.38","3,293.10","3,197.10","3,241.80","291,300",+32.59
27-Jul-2024,"3,242.49","3,242.80","3,327.30","3,189.80","3,255.10","291,300",-12.61
26-Jul-2024,"3,255.10","3,255.40","3,285.85","3,148.63","3,152.90","291,300",+102.10
25-Jul-2024,"3,153.00","3,153.80","3,375.91","3,087.00","3,375.10","304,737",-221.91
24-Jul-2024,"3,374.91","3,375.30","3,500.50","3,357.40","3,483.20","264,950",-108.29
23-Jul-2024,"3,483.20","3,483.80","3,540.20","3,392.37","3,490.00","305,078",-6.65
22-Jul-2024,"3,489.85","3,490.15","3,562.20","3,436.20","3,466.00","281,277",+24.85
21-Jul-2024,"3,465.00","3,465.10","3,529.80","3,412.10","3,523.65","259,750",-58.70
20-Jul-2024,"3,523.70","3,523.80","3,540.65","3,481.19","3,506.56","259,750",+17.20
19-Jul-2024,"3,506.50","3,506.80","3,541.50","3,375.69","3,413.60","259,750",+92.80
18-Jul-2024,"3,413.70","3,414.30","3,489.72","3,366.68","3,416.15","262,484",-2.50
17-Jul-2024,"3,416.20","3,416.60","3,517.60","3,376.20","3,439.50","260,512",-23.30
16-Jul-2024,"3,439.50","3,440.30","3,499.27","3,346.90","3,435.00","267,166",+4.50
15-Jul-2024,"3,435.00","3,435.20","3,447.50","3,185.94","3,187.40","257,719",+247.60
14-Jul-2024,"3,187.40","3,187.50","3,225.70","3,144.20","3,163.16","266,285",+24.24
13-Jul-2024,"3,163.16","3,163.26","3,171.20","3,107.69","3,109.70","266,285",+53.58
12-Jul-2024,"3,109.58","3,109.81","3,158.50","3,045.90","3,116.00","266,285",-6.42
11-Jul-2024,"3,116.00","3,116.30","3,214.90","3,053.62","3,095.57","258,144",+20.07
10-Jul-2024,"3,095.93","3,096.20","3,150.00","3,024.00","3,072.00","251,971",+24.37
09-Jul-2024,"3,071.56","3,072.85","3,112.56","2,983.62","2,997.80","281,703",+73.96
08-Jul-2024,"2,997.60","2,998.30","3,093.60","2,822.00","2,987.70","295,962",+9.99
07-Jul-2024,"2,987.61","2,987.91","3,081.06","2,954.80","3,063.68","287,463",-75.79
06-Jul-2024,"3,063.40","3,063.80","3,075.22","2,955.00","2,974.20","287,463",+89.94
05-Jul-2024,"2,973.46","2,975.19","3,168.10","2,822.30","3,142.50","287,463",-169.04
04-Jul-2024,"3,142.50","3,142.60","3,309.80","3,087.70","3,255.10","254,850",-112.50
03-Jul-2024,"3,255.00","3,255.90","3,427.20","3,247.90","3,414.80","231,585",-159.94
02-Jul-2024,"3,414.94","3,416.04","3,465.06","3,397.10","3,462.30","201,547",-47.86
01-Jul-2024,"3,462.80","3,463.20","3,518.40","3,403.00","3,418.30","229,729",+47.41
30-Jun-2024,"3,415.39","3,415.78","3,429.44","3,348.50","3,378.34","235,659",+36.99
29-Jun-2024,"3,378.40","3,378.70","3,403.00","3,361.70","3,383.70","235,659",-5.20
28-Jun-2024,"3,383.60","3,384.09","3,483.61","3,361.10","3,439.30","235,659",-55.50
27-Jun-2024,"3,439.10","3,439.50","3,475.13","3,359.12","3,389.60","229,721",+49.50
26-Jun-2024,"3,389.60","3,389.90","3,424.70","3,322.67","3,410.55","235,559",-20.67
25-Jun-2024,"3,410.27","3,410.32","3,427.40","3,304.00","3,308.10","259,358",+101.57
24-Jun-2024,"3,308.70","3,308.90","3,479.51","3,238.46","3,475.20","292,224",-124.70
23-Jun-2024,"3,433.40","3,433.50","3,519.80","3,427.10","3,494.50","254,671",-61.12
22-Jun-2024,"3,494.52","3,494.62","3,525.99","3,473.50","3,520.70","254,671",-26.18
21-Jun-2024,"3,520.70","3,521.10","3,545.30","3,444.00","3,523.60","254,671",-2.96
20-Jun-2024,"3,523.66","3,523.96","3,623.91","3,481.63","3,551.70","260,278",-27.84
19-Jun-2024,"3,551.50","3,551.90","3,586.79","3,450.10","3,459.40","260,509",+92.20
18-Jun-2024,"3,459.30","3,459.90","3,530.49","3,359.12","3,512.90","267,614",-53.60
17-Jun-2024,"3,512.90","3,513.00","3,651.24","3,463.30","3,596.11","253,418",-85.50
16-Jun-2024,"3,598.40","3,599.10","3,608.74","3,538.50","3,551.90","240,001",+46.50
15-Jun-2024,"3,551.90","3,552.00","3,584.60","3,409.09","3,411.80","240,001",+139.90
14-Jun-2024,"3,412.00","3,412.20","3,530.58","3,360.40","3,476.70","240,001",-64.72
13-Jun-2024,"3,476.72","3,477.16","3,573.90","3,426.00","3,554.30","248,209",-79.50
12-Jun-2024,"3,556.22","3,556.71","3,655.47","3,461.41","3,487.00","234,926",+69.22
11-Jun-2024,"3,487.00","3,487.20","3,676.43","3,430.90","3,670.90","244,212",-182.26
10-Jun-2024,"3,669.26","3,670.57","3,721.40","3,642.90","3,704.50","196,278",-30.34
09-Jun-2024,"3,699.60","3,699.70","3,711.80","3,665.70","3,673.20","224,428",+25.18
08-Jun-2024,"3,674.42","3,674.83","3,709.77","3,659.70","3,690.00","224,428",-15.58
07-Jun-2024,"3,690.00","3,690.40","3,840.39","3,593.50","3,799.00","224,428",-107.74
06-Jun-2024,"3,797.74","3,798.12","3,878.90","3,757.90","3,863.80","240,919",-66.26
05-Jun-2024,"3,864.00","3,864.10","3,887.60","3,777.33","3,806.80","252,285",+57.20
04-Jun-2024,"3,806.80","3,806.90","3,831.70","3,735.58","3,770.70","254,342",+36.20
03-Jun-2024,"3,770.60","3,771.10","3,849.83","3,757.50","3,768.90","252,955",-14.80
02-Jun-2024,"3,785.40","3,785.50","3,836.72","3,750.40","3,804.00","256,564",-18.60
01-Jun-2024,"3,804.00","3,804.10","3,811.65","3,738.10","3,790.20","256,564",+14.10
31-May-2024,"3,789.90","3,790.23","3,843.77","3,719.30","3,737.80","256,564",+52.10
30-May-2024,"3,737.80","3,737.90","3,824.65","3,700.00","3,749.30","266,468",-11.50
29-May-2024,"3,749.30","3,749.80","3,885.04","3,740.00","3,828.00","270,539",-78.70
28-May-2024,"3,828.00","3,828.34","3,927.66","3,769.00","3,889.00","269,595",-60.80
27-May-2024,"3,888.80","3,889.40","3,974.58","3,816.40","3,845.70","245,657",+30.00
26-May-2024,"3,858.80","3,859.10","3,882.46","3,729.70","3,744.70","280,209",+114.10
25-May-2024,"3,744.70","3,745.10","3,778.28","3,707.80","3,734.08","280,209",+10.62
24-May-2024,"3,734.08","3,734.58","3,854.09","3,628.10","3,752.10","280,209",-18.92
23-May-2024,"3,753.00","3,753.80","3,945.50","3,662.50","3,748.40","270,203",+4.60
22-May-2024,"3,748.40","3,748.70","3,820.20","3,652.40","3,746.17","262,351",+2.93
21-May-2024,"3,745.47","3,745.80","3,838.80","3,485.70","3,500.90","270,822",+244.87
20-May-2024,"3,500.60","3,501.50","3,555.90","3,047.54","3,072.50","232,458",+424.01
19-May-2024,"3,076.59","3,076.84","3,138.07","3,058.00","3,120.20","239,437",-45.19
18-May-2024,"3,121.78","3,122.28","3,149.10","3,084.30","3,089.90","239,437",+31.88
17-May-2024,"3,089.90","3,090.00","3,122.76","2,923.40","2,938.20","239,437",+151.79
16-May-2024,"2,938.11","2,938.37","3,042.88","2,924.20","3,023.50","235,511",-85.16
15-May-2024,"3,023.27","3,023.53","3,031.38","2,861.80","2,890.90","249,135",+132.37
14-May-2024,"2,890.90","2,891.00","2,961.23","2,860.00","2,953.90","246,858",-63.14
13-May-2024,"2,954.04","2,954.26","2,994.30","2,863.30","2,931.97","255,457",+31.74
12-May-2024,"2,922.30","2,922.60","2,956.66","2,900.10","2,921.90","248,386",+0.50
11-May-2024,"2,921.80","2,922.20","2,946.25","2,884.90","2,892.00","248,386",+30.03
10-May-2024,"2,891.77","2,891.95","3,061.02","2,877.53","3,021.30","248,386",-129.53
09-May-2024,"3,021.30","3,021.60","3,028.80","2,939.39","2,949.90","250,670",+70.20
08-May-2024,"2,951.10","2,951.20","3,063.00","2,935.80","3,048.10","257,953",-97.10
07-May-2024,"3,048.20","3,048.30","3,132.01","3,021.10","3,076.60","257,008",-31.30
06-May-2024,"3,079.50","3,080.00","3,222.90","3,045.05","3,140.30","270,267",-58.00
05-May-2024,"3,137.50","3,137.80","3,173.67","3,073.50","3,128.10","275,452",+9.40
04-May-2024,"3,128.10","3,128.50","3,170.00","3,093.50","3,114.60","275,452",+13.50
03-May-2024,"3,114.60","3,115.20","3,129.54","2,957.80","2,985.60","275,452",+128.50
02-May-2024,"2,986.10","2,986.60","3,012.23","2,890.20","2,937.20","289,135",+48.90
01-May-2024,"2,937.20","2,937.40","3,029.87","2,812.50","2,962.40","288,994",-25.20
30-Apr-2024,"2,962.40","2,962.90","3,252.12","2,915.00","3,175.00","282,227",-212.80
29-Apr-2024,"3,175.20","3,175.60","3,343.00","3,115.00","3,342.60","268,410",-137.77
28-Apr-2024,"3,312.97","3,313.38","3,348.00","3,231.90","3,235.60","258,817",+74.42
27-Apr-2024,"3,238.55","3,238.84","3,283.26","3,068.20","3,143.00","258,817",+95.55
26-Apr-2024,"3,143.00","3,143.40","3,192.60","3,100.02","3,173.60","258,817",-30.50
25-Apr-2024,"3,173.50","3,173.60","3,179.74","3,071.30","3,130.20","271,583",+43.40
24-Apr-2024,"3,130.10","3,130.70","3,293.18","3,101.70","3,209.60","285,314",-80.71
23-Apr-2024,"3,210.81","3,211.07","3,265.73","3,152.70","3,191.00","282,555",+19.56
22-Apr-2024,"3,191.25","3,191.53","3,237.00","3,129.00","3,145.40","293,096",+41.65
21-Apr-2024,"3,149.60","3,150.10","3,197.99","3,116.90","3,158.40","296,042",-7.80
20-Apr-2024,"3,157.40","3,157.70","3,171.51","3,019.70","3,079.60","296,042",+77.80
19-Apr-2024,"3,079.60","3,079.90","3,128.00","2,865.10","3,069.90","296,042",+9.70
18-Apr-2024,"3,069.90","3,070.60","3,095.20","2,952.90","2,972.10","302,948",+97.80
17-Apr-2024,"2,972.10","2,972.20","3,124.45","2,914.80","3,071.10","296,306",-99.10
16-Apr-2024,"3,071.20","3,071.60","3,130.16","2,990.10","3,082.70","311,423",-11.70
15-Apr-2024,"3,082.90","3,083.50","3,280.40","3,024.40","3,084.10","299,430",+14.70
14-Apr-2024,"3,068.20","3,068.50","3,104.08","2,862.10","2,916.60","273,917",+153.30
13-Apr-2024,"2,914.90","2,917.40","3,300.31","2,894.40","3,226.70","273,917",-311.80
12-Apr-2024,"3,226.70","3,228.40","3,554.02","3,105.40","3,525.76","273,917",-297.80
11-Apr-2024,"3,524.50","3,525.00","3,618.94","3,472.90","3,513.10","289,526",+11.40
10-Apr-2024,"3,513.10","3,513.50","3,552.89","3,412.50","3,514.43","301,754",+0.60
09-Apr-2024,"3,512.50","3,512.60","3,729.70","3,451.80","3,689.00","285,092",-176.50
08-Apr-2024,"3,689.00","3,689.50","3,711.23","3,373.30","3,383.00","291,964",+287.50
07-Apr-2024,"3,401.50","3,401.90","3,419.90","3,344.60","3,362.40","303,259",+39.20
06-Apr-2024,"3,362.30","3,362.80","3,364.60","3,307.80","3,335.70","303,259",+26.60
05-Apr-2024,"3,335.70","3,335.80","3,346.13","3,210.26","3,325.70","303,259",+10.00
04-Apr-2024,"3,325.70","3,326.20","3,443.80","3,251.40","3,307.00","277,908",+19.10
03-Apr-2024,"3,306.60","3,307.50","3,369.32","3,203.50","3,270.40","285,169",+36.10
02-Apr-2024,"3,270.50","3,271.00","3,516.06","3,211.60","3,497.80","297,529",-227.20
01-Apr-2024,"3,497.70","3,498.10","3,654.60","3,414.20","3,626.00","296,500",-135.00
31-Mar-2024,"3,632.70","3,633.60","3,654.60","3,496.80","3,507.90","262,695",+124.80
30-Mar-2024,"3,507.90","3,508.40","3,567.80","3,478.04","3,498.10","262,795",+11.10
29-Mar-2024,"3,496.80","3,496.90","3,584.60","3,472.80","3,562.23","262,795",-65.30
28-Mar-2024,"3,562.10","3,562.40","3,612.10","3,461.90","3,510.00","292,806",+51.12
27-Mar-2024,"3,510.98","3,511.17","3,665.20","3,456.70","3,575.80","292,912",-64.92
26-Mar-2024,"3,575.90","3,576.40","3,679.10","3,543.20","3,629.00","296,142",-52.90
25-Mar-2024,"3,628.80","3,629.40","3,658.10","3,366.10","3,366.50","313,611",+215.40
24-Mar-2024,"3,413.40","3,413.50","3,424.44","3,300.00","3,387.20","309,319",+26.24
23-Mar-2024,"3,387.16","3,387.36","3,435.50","3,250.40","3,317.70","309,319",+69.46
22-Mar-2024,"3,317.70","3,318.10","3,543.93","3,280.00","3,483.70","309,319",-165.66
21-Mar-2024,"3,483.36","3,483.63","3,587.79","3,410.10","3,461.50","309,306",+23.26
20-Mar-2024,"3,460.10","3,462.20","3,492.58","3,058.60","3,277.80","271,425",+182.10
19-Mar-2024,"3,278.00","3,278.80","3,547.30","3,200.35","3,508.20","288,634",-229.89
18-Mar-2024,"3,507.89","3,509.27","3,677.23","3,453.10","3,641.90","317,819",-124.51
17-Mar-2024,"3,632.40","3,632.60","3,656.84","3,411.10","3,616.20","282,152",+15.70
16-Mar-2024,"3,616.70","3,617.20","3,781.43","3,567.00","3,628.48","282,152",-12.70
15-Mar-2024,"3,629.40","3,629.80","3,931.20","3,571.90","3,841.20","282,152",-211.90
14-Mar-2024,"3,841.30","3,841.70","4,014.50","3,719.40","3,992.39","279,017",-151.09
13-Mar-2024,"3,992.39","3,992.55","4,084.70","3,930.30","3,950.90","282,111",+41.59
12-Mar-2024,"3,950.80","3,951.20","4,093.70","3,835.97","4,033.20","1,353,160",-82.20
11-Mar-2024,"4,033.00","4,033.70","4,089.60","3,744.56","3,919.10","296,211",+126.00
10-Mar-2024,"3,907.00","3,907.30","3,971.70","3,881.00","3,910.00","291,598",-5.60
09-Mar-2024,"3,912.60","3,913.10","3,951.20","3,879.90","3,916.09","291,598",-4.20
08-Mar-2024,"3,916.80","3,916.90","4,001.10","3,826.20","3,875.00","291,598",+42.00
07-Mar-2024,"3,874.80","3,875.10","3,940.10","3,736.20","3,848.20","308,074",+24.05
06-Mar-2024,"3,850.75","3,850.85","3,901.90","3,454.61","3,523.40","314,159",+327.55
05-Mar-2024,"3,523.20","3,524.00","3,827.90","3,261.00","3,585.90","285,338",-62.70
04-Mar-2024,"3,585.90","3,586.30","3,612.00","3,439.33","3,462.90","321,674",+107.20
03-Mar-2024,"3,478.70","3,479.10","3,485.40","3,382.40","3,409.22","292,439",+66.80
02-Mar-2024,"3,411.90","3,412.00","3,462.20","3,397.42","3,429.50","292,439",-17.60
01-Mar-2024,"3,429.50","3,429.90","3,453.40","3,301.40","3,350.10","292,439",+79.70
29-Feb-2024,"3,349.80","3,350.80","3,521.48","3,312.80","3,323.70","308,490",+26.10
28-Feb-2024,"3,323.70","3,324.20","3,481.10","3,195.00","3,249.10","273,234",+74.15
27-Feb-2024,"3,249.55","3,249.84","3,290.90","3,166.69","3,186.00","289,528",+63.55
26-Feb-2024,"3,186.00","3,186.30","3,198.10","3,036.60","3,062.10","286,135",+77.00
25-Feb-2024,"3,109.00","3,109.50","3,117.39","2,983.20","2,984.80","262,077",+124.20
24-Feb-2024,"2,984.80","2,985.20","3,005.45","2,905.00","2,942.10","262,077",+42.68
23-Feb-2024,"2,942.12","2,942.32","2,991.97","2,905.50","2,984.60","262,077",-42.58
22-Feb-2024,"2,984.70","2,985.00","3,034.40","2,905.80","2,927.70","271,240",+56.93
